baseMean log2FoldChange lfcSE stat pvalue padj Ascl1_motif
Donson 12.4647548997649 0.535286770049119 0.426389063318722 1.25539516863498 0.209335342350525 0.529758437844042 0
Dopey1 1.74067533055635 0.490535676688081 1.42575870039218 0.34405238176218 0.730806893013653 NA 0
Dopey2 4.34260848144235 -0.414901827187628 0.794286422853473 -0.522357949538019 0.601421128232998 0.867874166129393 0
Dos 6.46281329399294 0.00257577592180891 0.638067930316461 0.00403683651759681 0.996779079216174 0.998860602124511 0
Dot1l 28.306212615543 0.259398315002107 0.271197373868127 0.956492724476907 0.338823358373248 0.685386615192171 0
Doxl2 0 NA NA NA NA NA 0
Dpagt1 13.8495397054111 0.599563258324822 0.406027912520131 1.47665527378021 0.139768067060226 0.420457022585001 0
Dpcd 12.8420733259704 0.0102712100620032 0.44528954669866 0.0230663624110495 0.98159733745061 0.994246225602606 0
Dpcr1 0 NA NA NA NA NA 0
Dpep1 0 NA NA NA NA NA 0
Dpep2 0 NA NA NA NA NA 0
Dpep3 0 NA NA NA NA NA 0
Dpf1 12.7637877351717 -0.733628105445118 0.514163441980839 -1.42683832716457 0.153626500860095 0.444638418797642 0
Dpf2 47.3436520910585 0.158013371488568 0.20142687044644 0.784470170927788 0.432764278133338 0.763031945510186 0
Dpf3 0.0491916315482403 0.64224021298066 5.26764854491342 0.121921614075947 0.902961097769562 NA 0
Dph1 18.0404118379713 0.00702802198684823 0.353440416956551 0.0198846019008409 0.984135428620857 0.995321813757688 0
Dph2 6.06918401190462 -0.31835609353208 0.696989245477765 -0.456758975260596 0.647844296049766 0.891457763590081 0
Dph3 40.3669431573601 -1.1162477589205 0.268162183905117 -4.16258453248375 3.14665593562613e-05 0.000466523720667302 0
Dph5 19.7686390778115 -0.143051586526046 0.35553174258892 -0.402359534719373 0.687419445892013 0.911285598727489 0
Dph6 17.9801564484037 -0.064441545603384 0.352428197084424 -0.182850141210316 0.854915604773012 0.963601058197714 0
Dph7 8.25851683528326 -0.505852301458471 0.582217742914015 -0.868836973134256 0.384936306951666 0.726827344540338 0
Dpm1 0.922998139531224 0.0800030389691762 2.01008633874464 0.0398007973225372 0.968251940565085 NA 0
Dpm1-adnp 35.9442268615019 0.218426110070501 0.237953967859393 0.91793430483819 0.358653260545868 0.70400032021256 0
Dpm2 42.0291494337041 -0.00862138219012063 0.220071053900816 -0.039175448280473 0.968750508040089 0.991588137888363 0
Dpm3 33.5490048920462 -0.739060299797944 0.282642094314467 -2.6148274254424 0.00892725489016362 0.0538456417336206 0
Dpp10 0 NA NA NA NA NA 0
Dpp3 107.3676720315 0.0146339464451017 0.138798226204903 0.105433238199298 0.91603204276583 0.979832963732679 0
Dpp4 2.32867649485455 -3.7624729410864 1.67638710262352 -2.24439387251201 0.0248070704178756 NA 0
Dpp6 0.520483812541112 0.680253472350394 5.10040667110343 0.133372398754868 0.893898872972751 NA 0
Dpp7 4.61451066363247 -0.637362176103944 0.900954841393038 -0.707429658869992 0.47929951112063 0.795456747743501 0
Dpp8 5.96255654175501 0.635688135595894 0.662190748838657 0.959977373152308 0.337066602893715 0.684337029009469 0
Dpp9 31.5866201700268 0.446776314231923 0.24852558945489 1.79770749246333 0.0722233734755394 0.265323416337618 0
Dppa1 0 NA NA NA NA NA 0
Dppa2 82.6575396231713 -1.00733835204563 0.215812198547445 -4.6676617856899 3.04646842834015e-06 6.03863024556641e-05 0
Dppa3 29.0705560128797 -0.316788090363286 0.416701535937381 -0.760227796258689 0.447118432630684 0.775603526392091 0
Dppa4 131.695306249069 -0.764771900233675 0.174583275670749 -4.38055648397833 1.18376600836473e-05 0.000194829936178151 0
Dppa5a 2686.7632827252 -1.58974161771651 0.166685016363181 -9.53739965596371 1.46458504502786e-21 3.03501964558274e-19 0
Dpt 0 NA NA NA NA NA 0
Dpy19l1 16.6454217576456 -0.0345786986955975 0.375957563332396 -0.0919750048093205 0.926717898670862 0.9823271232454 0
Dpy19l2 0 NA NA NA NA NA 0
Dpy19l3 2.08721658707888 0.265670277592661 1.22738285794115 0.21645265442138 0.828634926618376 NA 0
Dpy19l4 5.25423444206652 0.478652817586791 0.732468852708309 0.653478732668248 0.513447695734929 0.816893402497136 0
Dpy30 604.967375600146 -1.55051177361212 0.204726937421027 -7.57356014379022 3.63132473498053e-14 3.85004871320378e-12 0
Dpyd 0 NA NA NA NA NA 0
Dpys 2.45852745984346 -1.31995148745467 1.35293962200683 -0.975617437751414 0.329254079902535 NA 0
Dpysl2 6.62424876263026 0.840644550872208 0.630797988293673 1.33266840806861 0.182640645032948 0.489003145101575 0
Dpysl3 6.74471556633636 0.563393786113504 0.624945060235783 0.901509303715344 0.367317589366122 0.711990174285778 0
Dpysl4 1.62281218040221 1.26609279828858 1.49017783101699 0.849625307755735 0.395533436979108 NA 0
Dpysl5 15.3018723656154 0.522175608443953 0.367628592466504 1.42038899896376 0.155494463736745 0.447820126453454 0
Dqx1 0.0595357660633679 0 5.26764854491342 0 1 NA 0
Dr1 24.8896955748687 -0.0483407917167647 0.302762380634646 -0.159665780191824 0.873144358468255 0.970220668921923 0
Dram1 0.0495847813250606 0.64224021298066 5.26764854491342 0.121921614075947 0.902961097769562 NA 0
Dram2 2.99672607912807 0.0956841045814623 0.993477513750589 0.0963123002353968 0.923272542327516 NA 0
Drap1 120.943746527063 -0.287444735573248 0.194418399887154 -1.47848524491555 0.139277943585072 0.41964422087746 0
Draxin 0.189109783447341 2.51871053041292 5.18543211654704 0.48572818500035 0.627159897508275 NA 0
Drc1 0.845826394079092 -1.19170010074264 2.42474363481998 -0.491474679479308 0.623090756457386 NA 0
Drc7 0.473168660073601 0 5.26764854483737 0 1 NA 0
Drd1 0 NA NA NA NA NA 0
Drd2 0 NA NA NA NA NA 0
Drd3 0 NA NA NA NA NA 0
Drd4 0 NA NA NA NA NA 0
Drd5 0 NA NA NA NA NA 0
Dreh 0 NA NA NA NA NA 0
Drg1 176.72144661275 -0.462826613913345 0.126064122648503 -3.67135870372744 0.000241264448108309 0.0026958936738377 0
Drg2 74.5615566058449 0.270249658641173 0.162715459258644 1.66087266614046 0.0967390230164235 0.326637115475628 0
Drosha 108.940615640864 -0.0025180796089635 0.159490364479719 -0.0157882867543619 0.987403293089526 0.997246702081336 0
Drp2 0 NA NA NA NA NA 0
Dsc1 0 NA NA NA NA NA 0
Dsc2 2.64008895213613 1.99933459151123 1.13208980330395 1.7660565316252 0.0773863651067954 NA 0
Dsc3 0 NA NA NA NA NA 0
Dscam 0 NA NA NA NA NA 0
Dscaml1 0.0943583168352603 1.51673437475212 5.23619478624009 0.28966347446391 0.772073702002375 NA 0
Dscc1 14.7218267185447 -0.322235534437586 0.436526140612422 -0.738181530172528 0.460404144981524 0.786336405742346 0
Dscr3 25.0567758832102 -0.14493155613867 0.295120619214269 -0.491092613333953 0.623360945691644 0.877846451081512 0
Dse 25.6667293610902 0.783570986705596 0.293670995313685 2.6681933156818 0.00762603653799085 0.0481538789150974 0
Dsel 2.03968254068412 0.791357508488942 1.23639202709212 0.640053875428285 0.522137574252188 NA 0
Dsg1a 0 NA NA NA NA NA 0
Dsg1b 0 NA NA NA NA NA 0
Dsg1c 0 NA NA NA NA NA 0
Dsg2 11.819152351152 1.58475869725928 0.498003350206532 3.18222497218552 0.00146148246623288 0.0124076323343681 1
Dsg3 0 NA NA NA NA NA 0
Dsg4 0 NA NA NA NA NA 0
Dsn1 13.0786516005104 -0.144026060047404 0.431383093477804 -0.333870432626991 0.73847733213941 0.931495093914616 0
Dsp 17.8867909691381 1.81056495059499 0.364313696993829 4.96979653945226 6.70231939267993e-07 1.59560700319727e-05 1
Dspp 0 NA NA NA NA NA 0
Dst 15.6603748457841 0.519967932925499 0.428529873290306 1.21337616193037 0.224986036004934 0.552148285585159 0
Dstn 601.072050309495 0.409002497674582 0.106054549288141 3.85652949750754 0.000115008225453682 0.00143649999957078 0
Dstyk 1.92300998230535 1.38657859243346 1.33359779862006 1.03972771540882 0.298466420363162 NA 0
Dtd1 44.5045332332376 -0.451896097308009 0.224669532210374 -2.01138130685591 0.0442851962838346 0.187287764246755 0
Dtd2 9.09016099144566 -0.572417805649969 0.574014798543862 -0.997217854142533 0.318658776492801 0.667896237430857 0
Dthd1 0 NA NA NA NA NA 0
Dtl 51.3261450499256 -0.0970099424074618 0.200791573513092 -0.483137517726244 0.628998096561549 0.880037539427375 0
Dtna 3.28439546757038 -0.782113692917814 0.981020706994795 -0.797244836262119 0.425308850981798 NA 0
Dtnb 17.2759099276136 0.00871042986418779 0.365460142312056 0.0238341445638419 0.980984904355913 0.994246225602606 0
Dtnbp1 15.4591433325898 -0.101646394481366 0.381154984106713 -0.266679956237716 0.789715587793754 0.947531201329248 0
Dtwd1 18.1689146919617 -0.758076076914215 0.364117446240339 -2.08195483282018 0.037346595540623 0.164990284209761 0
Dtwd2 8.19604179965603 -0.383892160448118 0.589000430319222 -0.651768896399717 0.514550269543127 0.817034481875105 0
Dtx1 9.79705009879231 -0.673132458698124 0.587019609588833 -1.14669501274345 0.251507692401212 0.586808377511324 0
Dtx2 22.2833869552475 0.368067332059798 0.310790407046196 1.18429437883225 0.236296553197777 0.566987361067718 0
Dtx3 17.312465947543 0.431130562644893 0.347290793568892 1.24141085979974 0.214454009377337 0.538378760325594 0
Dtx3l 10.0838356645961 0.801435485414426 0.484609615926118 1.65377544950864 0.0981731459704298 0.33043290696138 0
Dtx4 3.23848051607239 0.625431056946081 0.903942775156748 0.691892312361951 0.489004958789588 NA 0
Dtymk 468.829244612367 -1.11326080457686 0.133518373867052 -8.33788468458559 7.56312750158383e-17 1.09461264380066e-14 0
Duox1 0 NA NA NA NA NA 0
Duox2 0 NA NA NA NA NA 0
Duoxa1 0 NA NA NA NA NA 0
Duoxa2 0 NA NA NA NA NA 0
Dupd1 0 NA NA NA NA NA 0
Dus1l 60.5415393379242 -0.466611454277297 0.190432058940372 -2.45027784120845 0.0142746019526299 0.0782656768515212 0
Dus2 20.3223131331259 -0.523509672538613 0.360315474032393 -1.45292031641014 0.146245879392248 0.431963047715749 0
Dus3l 48.9834905513356 -0.488106367606753 0.215480815803685 -2.26519639711892 0.0235006301447435 0.114771690230193 0
Dus4l 8.2529795896666 -0.595801785809499 0.606791407064965 -0.981888963608397 0.326154553433368 0.674654541335175 0
Dusp1 40.9631769915653 1.36448467341916 0.216738479670452 6.2955349483573 3.06341528274195e-10 1.66263217547863e-08 1
Dusp10 8.09478629857677 0.784535270638319 0.53321146144069 1.47133984801935 0.141199231973347 0.423087281345047 0
Dusp11 11.9450859442971 0.704828800676356 0.451579599527173 1.56080744438931 0.118569190443917 0.375386763356816 0
Dusp12 67.2988904527074 -0.778811978708321 0.191560181254672 -4.06562560970289 4.7903784806584e-05 0.000671979553640666 0
Dusp13 0 NA NA NA NA NA 0
Dusp14 23.8525207867237 1.97313173990145 0.306863841969067 6.42999099287935 1.27611506825654e-10 7.55559557945655e-09 0
Dusp15 0 NA NA NA NA NA 0
Dusp16 9.3847349753398 0.829667079892951 0.521257107524835 1.59166574021904 0.111459830137725 0.360386784111976 0
Dusp18 1.07951117607296 0.680827285317006 1.78759338884158 0.38086249902625 0.703305280419666 NA 0
Dusp19 5.27172414662093 -0.60143023799049 0.749712588097505 -0.80221440527856 0.422428944959046 0.755353259813894 0
Dusp2 1.3764596864288 -0.105945959327758 1.48743451520324 -0.0712273100058336 0.943216846369759 NA 0
Dusp21 0 NA NA NA NA NA 0
Dusp22 5.87893635709094 0.290418810574789 0.648959082803285 0.44751482531114 0.654503386058563 0.895187683400034 0
Dusp23 0.756099101428932 -0.31958218451109 2.38954250102155 -0.133741996375651 0.89360659515467 NA 0
Dusp26 1.11525970637831 -0.721903752265149 1.78665483437508 -0.404053283474672 0.686173537228578 NA 0
Dusp27 19.8317422035936 -0.283344884941279 0.389282521268791 -0.727864390154922 0.466696603506487 0.788364585276426 0
Dusp28 5.79771834788844 -0.168455331061313 0.682090883337879 -0.246969040601979 0.804932184045108 0.951964967907805 0
Dusp3 8.51244469624241 0.420041420483389 0.520127052644542 0.807574646132562 0.419335487028649 0.751917595029935 0
Dusp4 31.9690895453378 -0.262515202796102 0.2510860596118 -1.04551882809413 0.295783243276844 0.644278932679948 0
Dusp5 9.83066920716357 0.862526563696181 0.500339574153641 1.7238823556086 0.0847290832117698 0.297481625231004 0
Dusp6 18.7500362056712 0.0249190956930016 0.337512194043321 0.0738316900331109 0.94114431083121 0.985644745430562 0
Dusp7 7.40961753259503 0.309041155064445 0.583430909902907 0.529696232782516 0.596322560319584 0.865256063811897 0
Dusp8 0.507323710387393 3.3346735272131 5.16340826076733 0.645827980047724 0.518390765365042 NA 0
Dusp9 64.0405965265164 2.77002173642394 0.200617238118201 13.8074961175165 2.29676877773946e-43 1.49585269395917e-40 1
Dut 147.582306128124 -0.826473838046614 0.153339847359113 -5.3898177954427 7.05291546128645e-08 2.08118068530776e-06 0
Dux 0 NA NA NA NA NA 0
Duxbl1 0.915180646098677 -0.340044892890744 4.34171480479281 -0.0783204121365524 0.937573180797775 NA 0
Duxbl2 2.21157672237821 -0.127089523808378 1.18952667532805 -0.106840415136826 0.91491558431461 NA 0
Duxbl3 1.81897965288604 -0.803420259640904 1.42207219042159 -0.56496446878883 0.572097931895713 NA 0
Dvl1 7.68520532867113 -0.126778880465285 0.600994094305946 -0.210948629389935 0.832927357060088 0.959281500779826 0
Dvl2 36.4408778183625 -0.198426220581394 0.250366260178081 -0.7925437734312 0.428043678714862 0.759196602887957 0
Dvl3 12.8897835934952 1.46570500490396 0.44207007217937 3.31554904334092 0.000914632907078971 0.00843237901592119 1
Dxo 18.921095640756 -0.229707924479033 0.365256184281617 -0.628895373615155 0.529417555053689 0.826580353934852 0
Dydc1 0 NA NA NA NA NA 0
Dydc2 0 NA NA NA NA NA 0
Dym 21.4294769381524 0.245724143109837 0.329687268362691 0.745324938782635 0.456075308394234 0.782306022150064 0
Dynap 0 NA NA NA NA NA 0
Dync1h1 49.4877746464307 0.521278895294137 0.232207673940455 2.2448822919944 0.0247756900252555 0.119716344276778 0
Dync1i1 0 NA NA NA NA NA 0
Dync1i2 65.6411273933478 0.249671311584962 0.168670151033402 1.48023411406989 0.138810779325828 0.418682330761792 0
Dync1li1 68.1000569748386 -0.196107560574968 0.163420713849498 -1.20001654597821 0.230132914510742 0.560463981026955 0
Dync1li2 11.3210707931944 0.345395355031718 0.472543598248149 0.730928016615176 0.464823122154598 0.788364585276426 0
Dync2h1 1.27762760565591 0.894126799314138 1.67771251604421 0.532943988176445 0.594072353995192 NA 0
Dync2li1 11.4568730495549 -0.1769687964914 0.496312797037789 -0.356567063246459 0.721415938450533 0.9242333466307 0
Dynll1 212.597950481282 -0.528005530981121 0.139568986179625 -3.7831150417728 0.000154877785672263 0.00186302856168825 0
Dynll2 46.9030995236743 0.173689240940632 0.208025178157457 0.834943358679231 0.403749600489694 0.739680300836855 0
Dynlrb1 154.023348991443 -0.109666483095071 0.237904721514663 -0.460968081662521 0.644821505085976 0.88934843191256 0
Dynlrb2 0 NA NA NA NA NA 0
Dynlt1a 3.82571050006571 -0.319528161703599 0.878471886560881 -0.363731801315254 0.716058293612253 NA 0
Dynlt1b 749.573681267599 -0.836391762931117 0.150667680988234 -5.55123539066374 2.83657827658279e-08 9.43938712623426e-07 0
Dynlt1c 0 NA NA NA NA NA 0
Dynlt1f 307.485716129889 -0.669172856417801 0.22230893089388 -3.01010334459858 0.00261158813737584 0.0199936697200612 0
Dynlt3 5.92324977320598 0.821207233960578 0.678965581731266 1.20949758876822 0.226471736883851 0.554354173666296 0
Dyrk1a 20.2120822818115 0.463713979762804 0.329501687494427 1.40731898306483 0.159332822799507 0.452560560825461 0
Dyrk1b 2.99712162277607 0.315883216762829 0.976324472814432 0.32354327435042 0.74628384007887 NA 0
Dyrk2 5.66746367477048 0.682354257862669 0.674712831244634 1.01132545027184 0.311860688959701 0.659755397200592 0
Dyrk3 60.7114586645866 -0.345126197280269 0.190434654370024 -1.81230773580565 0.0699386599259288 0.259017344112355 0
Dyrk4 0 NA NA NA NA NA 0
Dysf 5.47629633934972 1.97652622282732 0.720710957367489 2.74246728542451 0.00609795238343782 0.0402032753667289 1
Dytn 0 NA NA NA NA NA 0
Dyx1c1 1.32628694254661 -1.8006504195102 2.0281377473558 -0.887834380015762 0.374629846567704 NA 0
Dzank1 0 NA NA NA NA NA 0
Dzip1 2.28533301666182 0.412046617450299 1.1773554617236 0.349976392726015 0.726356414525313 NA 0
Dzip1l 4.89522306424127 1.2660989654294 0.743061822226576 1.70389451800329 0.0884007953620286 0.306595074975647 1
Dzip3 4.6160530138788 -0.114797099051489 0.798929428579368 -0.143688660030484 0.885746326254487 0.973979136853402 0
E030002O03Rik 0 NA NA NA NA NA 0
E030003E18Rik 0 NA NA NA NA NA 0
E030011O05Rik 0.770333570560112 0.265999892671095 2.46593188650208 0.107869927035339 0.914098872643129 NA 0
E030013I19Rik 0 NA NA NA NA NA 0
E030018B13Rik 0 NA NA NA NA NA 0
E030019B13Rik 0 NA NA NA NA NA 0
E030024N20Rik 3.79578227633589 -0.699188216910629 0.943021514487256 -0.741434003539987 0.458430333521294 NA 0
E030025P04Rik 0 NA NA NA NA NA 0
E030030I06Rik 0.446770854570419 -2.17803694070295 5.23463863063438 -0.416081623659091 0.677350276296392 NA 0
E030044B06Rik 0.0577366236684357 0 5.26764854491342 0 1 NA 0
E130006D01Rik 0.111873580035852 0 5.26764854489348 0 1 NA 0
E130008D07Rik 0 NA NA NA NA NA 0
E130012A19Rik 66.918465971138 -0.605293901485103 0.210507165247608 -2.87540759371838 0.0040350623674895 0.0286316721142173 0
E130018N17Rik 0 NA NA NA NA NA 0
E130102H24Rik 1.43018431093301 0.0829576463205795 1.65593123086857 0.0500972774558194 0.960044869291399 NA 0
E130112N10Rik 0.193134729708561 2.54790507408981 5.18441285117666 0.491454895130803 0.623104746292105 NA 0
E130114P18Rik 0 NA NA NA NA NA 0
E130201H02Rik 0 NA NA NA NA NA 0
E130215H24Rik 0 NA NA NA NA NA 0
E130218I03Rik 4.48826643210904 -0.951120635232335 0.85812855869857 -1.10836613650849 0.26770372344302 0.609925674750988 0
E130304I02Rik 0.117540724376759 -1.28121972998667 5.26764854491342 -0.243224224065565 0.807831702129464 NA 0
E130307A14Rik 0.599902207272341 -0.319629681052183 3.31234486449352 -0.096496498440858 0.923126254789513 NA 0
E130308A19Rik 5.94190952212475 -0.147119614714619 0.701872748661675 -0.209610096695085 0.833971998681842 0.959588849912307 0
E130309D02Rik 26.8851268124087 0.379076113639643 0.271382168495186 1.39683500851077 0.162463192077541 0.457203514000933 0
E130309D14Rik 4.585892412483 -0.319512649783481 0.820453607999814 -0.389434145536177 0.696955017199601 0.913865533740454 0
E130310I04Rik 0 NA NA NA NA NA 0
E130311K13Rik 0.895512142840574 0.288219892264105 2.16223617755335 0.133297137128765 0.893958391637603 NA 0
E130317F20Rik 0.48138846234213 0.301046418657018 4.82661630325154 0.0623721463946103 0.950266475717244 NA 0
E230013L22Rik 0.049090664111819 0 5.26764854491342 0 1 NA 0
E230016K23Rik 0 NA NA NA NA NA 0
E230016M11Rik 0 NA NA NA NA NA 0
E230025N22Rik 0 NA NA NA NA NA 0
E230029C05Rik 0 NA NA NA NA NA 0
E2f1 16.552518572925 -0.191881408126139 0.389199362899355 -0.493015730284632 0.622001472646153 0.877403247193557 0
E2f2 3.82419526895019 -0.467669464581324 0.923421878476741 -0.50645265775247 0.612538916344265 NA 0
E2f3 11.5326361200811 0.118413639293134 0.47533968983114 0.249113721884237 0.803272815460868 0.951104564142254 0
E2f4 228.610362655657 -0.0524798081120091 0.120470944019806 -0.435622120661568 0.66311091864933 0.899337402386522 0
E2f5 20.6608436591859 -0.126077332642188 0.320434152319872 -0.393457850011979 0.693981349575489 0.913171629961794 0
E2f6 15.2416103009405 0.267796826773122 0.369779421391169 0.724206949552866 0.468938692685899 0.788889852381923 0
E2f7 16.7138005901915 0.510197943492784 0.352793051523746 1.44616777821783 0.148130148924179 0.435132312464776 0
E2f8 37.2303114405639 -0.147080027429517 0.240196613403466 -0.612331811616603 0.540318246532384 0.83308589376662 0
E330009J07Rik 1.81189262476463 -0.10513123959616 1.3409080992948 -0.0784030163226327 0.937507474240546 NA 0
E330011O21Rik 0 NA NA NA NA NA 0
E330012B07Rik 0 NA NA NA NA NA 0
E330013P04Rik 0 NA NA NA NA NA 0
E330014E10Rik 0 NA NA NA NA NA 0
E330017A01Rik 0 NA NA NA NA NA 0
E330017L17Rik 0 NA NA NA NA NA 0
E330020D12Rik 1.12763862142625 -0.319530831484769 1.81995244915251 -0.175570978040423 0.86063100430735 NA 0
E330021D16Rik 0 NA NA NA NA NA 0
E330023G01Rik 0 NA NA NA NA NA 0
E330033B04Rik 0 NA NA NA NA NA 0
E330034G19Rik 0 NA NA NA NA NA 0
E430016F16Rik 0 NA NA NA NA NA 0
E430018J23Rik 1.15164850916624 0.680857076381403 1.70317139920631 0.399758401707949 0.689334472250051 NA 0
E430025E21Rik 43.6575152119002 0.296660314865224 0.219982119779914 1.34856557961177 0.177476542731968 0.481326151429595 0
E4f1 5.90477348039308 0.196759540512507 0.702925417317354 0.27991524515278 0.779542530645268 0.944680999922522 0
E530001F21Rik 0.327019911083682 0 5.26764854485991 0 1 NA 0
E530011L22Rik 0 NA NA NA NA NA 0
EU599041 23.5164131759957 -1.27293483772394 0.373240432551616 -3.41049555918061 0.000648449401035235 0.00626330682059245 0
Eaf1 25.831368038747 -0.101796294812501 0.280617839551883 -0.362757745462865 0.716785859000425 0.923270951435193 0
Eaf2 1.00770541100591 -0.319537316322213 1.87222901946366 -0.170672130920047 0.864481577571306 NA 0
Eapp 53.6006221643289 -0.622354845280538 0.260027889445714 -2.39341574708458 0.016692314572946 0.0879678375054353 0
Ear1 0 NA NA NA NA NA 0
Ear10 0 NA NA NA NA NA 0
Ear12 0 NA NA NA NA NA 0
Ear14 0 NA NA NA NA NA 0
Ear2 0 NA NA NA NA NA 0
Ear3 0 NA NA NA NA NA 0
Ear4 0 NA NA NA NA NA 0
Ear6 0 NA NA NA NA NA 0
Ear7 0 NA NA NA NA NA 0
Ears2 5.73981637603037 -0.140308390016728 0.71566857163016 -0.19605218893032 0.844569317666631 0.960992881605174 0
Ebag9 11.3436453605513 0.236680318742474 0.462355896002809 0.511900725801571 0.608720490179521 0.871444476090856 0
Ebf1 0.179644491975543 -2.76334353873701 5.201386843064 -0.531270528824808 0.595231324886135 NA 0
Ebf2 0.179644491975543 -2.76334353873701 5.201386843064 -0.531270528824808 0.595231324886135 NA 0
Ebf3 0 NA NA NA NA NA 0
Ebf4 0.143943098160321 2.12414479781692 5.20140972996046 0.408378671955357 0.682995689207928 NA 0
Ebi3 0.73320848498187 0 3.01488428414828 0 1 NA 0
Ebna1bp2 82.2713541615975 -0.358019013457723 0.175105824060679 -2.04458655432077 0.0408956361994566 0.176139069847258 0
Ebp 16.7807606003564 0.455633660906287 0.380567572183858 1.19724772736591 0.231210012117882 0.561008258388776 0
Ebpl 8.03029378328151 -0.15599378272711 0.575092322039097 -0.271249983261826 0.786198772335093 0.946969670561609 0
Ecd 52.0024193392342 -0.135160941783579 0.199729254436852 -0.676720804694701 0.498583113820917 0.80418907338035 0
Ece1 17.3487728637238 -0.296549751939971 0.366011335965054 -0.810220129270215 0.417813670411652 0.751019029526832 0
Ece2 24.3349600290836 -0.0556856406492418 0.292323898729911 -0.19049294597939 0.848922870278461 0.961355328140441 0
Ecel1 0.049090664111819 0 5.26764854491342 0 1 NA 0
Ech1 51.7216374584889 -0.620930602915266 0.228490064647432 -2.71753874232293 0.00657694550100771 0.0428347064844202 0
Echdc1 4.21183832252865 -0.446793568227527 0.859392611834793 -0.51989458842755 0.603137047394948 0.86823549070842 0
Echdc2 35.711952442531 -0.192993627686109 0.244610182634105 -0.788984438864485 0.430121101586953 0.761375306594804 0
Echdc3 0 NA NA NA NA NA 0
Echs1 87.2690939610337 -0.633610106164928 0.173993332096165 -3.64157694166543 0.000270973112410966 0.00296250939923643 0
Eci1 34.7170006923001 -0.190931485867361 0.241586149277355 -0.79032463756091 0.429338201850575 0.760787591883694 0
Eci2 24.4063068904642 0.251262901747381 0.296881362382861 0.84634110989881 0.397362480562873 0.736712301295705 0
Eci3 0 NA NA NA NA NA 0
Ecm1 2.15375081986451 0.043058722993787 1.19918454968319 0.0359066692488347 0.971356778006725 NA 0
Ecm2 0 NA NA NA NA NA 0
Ecscr 9.81773044658746 -0.13392334298704 0.478080027184524 -0.280127458525578 0.779379718848793 0.944680999922522 0
Ecsit 47.134834027565 -0.771489780117866 0.249019647920377 -3.09810806721784 0.00194760394331194 0.0156544418245188 0
Ect2 72.4713779617236 -0.296876016073209 0.173574083746023 -1.7103706363653 0.0871973573298704 0.303248767774398 0
Ect2l 0 NA NA NA NA NA 0
Eda 0.383123356199232 -0.319722995484229 5.13428944290434 -0.0622721019217354 0.950346144787966 NA 0
Eda2r 13.5775641421404 -0.131213747806009 0.402930557050087 -0.325648540449857 0.744690282316805 0.934160006562526 0
Edar 0 NA NA NA NA NA 0
Edaradd 0 NA NA NA NA NA 0
Edc3 19.9417519003571 0.0812947839808849 0.336195977494315 0.241807723539046 0.808929153967743 0.952369131957219 0
Edc4 36.7595100534012 0.155242522511112 0.238373598219171 0.651257201598206 0.514880470810962 0.817034481875105 0
Eddm3b 0 NA NA NA NA NA 0
Edem1 8.44206232142828 0.7436621848008 0.552691885492107 1.34552759742195 0.178454915279494 0.48283439688974 0
Edem2 12.8309248734316 0.148288864941032 0.44089142492853 0.336338736833155 0.736615441881633 0.931160349241194 0
Edem3 9.52076822143013 0.429039803494916 0.546922857698561 0.784461277227112 0.432769494800108 0.763031945510186 0
Edf1 308.132458757496 -0.283632727040941 0.213180750758361 -1.33048000831199 0.18336016891377 0.489999419740844 0
Edil3 0 NA NA NA NA NA 0
Edn1 1.19450684514355 0.680846164484374 1.73540976202852 0.392325881403672 0.69481744280075 NA 0
Edn2 0 NA NA NA NA NA 0
Edn3 0 NA NA NA NA NA 0
Ednra 0 NA NA NA NA NA 0
Ednrb 0 NA NA NA NA NA 0
Edrf1 8.47030996403281 -0.151817048165357 0.567110573871232 -0.267702728815331 0.788928149168021 0.947531201329248 0
Eea1 1.99347836975087 1.14780184589522 1.31675490166544 0.871689822034064 0.383377614210611 NA 0
Eed 129.637318759468 -0.819790050315237 0.171319079655982 -4.78516492127683 1.70846988941422e-06 3.68270176162621e-05 0
Eef1a1 12500.7707805463 -0.19121808937654 0.105410003236588 -1.81404120581762 0.0696713821254254 0.258657842923302 0
Eef1a2 1.92545802587362 -0.320206023195105 1.28899010684799 -0.248416199235319 0.80381240115407 NA 0
Eef1b2 1168.64744014228 -0.817503574427518 0.139433457400634 -5.8630373919409 4.54475826204174e-09 1.8835957196953e-07 0
Eef1d 405.843917656128 -0.332205333714372 0.175991403677275 -1.88762250185558 0.0590766470379014 0.230804461065163 0
Eef1e1 118.350097923944 -1.26159171345098 0.167971533296088 -7.51074714086907 5.87908526535647e-14 6.0230898257888e-12 0
Eef1g 2053.72168112299 -0.103390216420176 0.105410712511062 -0.980832156023289 0.326675518142187 0.674813632628107 0
Eef2 2172.91817827288 0.244360481540415 0.0718553499748363 3.40072773462226 0.000672067291354124 0.00647086543037688 0
Eef2k 3.16448633004828 0.265719790236247 1.05718247022771 0.251347139892523 0.801545732268822 NA 0
Eef2kmt 11.5649019902408 -0.950672553451699 0.527051252925445 -1.80375731615266 0.0712693599206951 0.262877841325606 0
Eefsec 18.9356660945287 0.00170099497481589 0.347007135045425 0.00490190201591451 0.996088863726156 0.998860602124511 0
Eepd1 1.00770541100591 -0.319537316322213 1.87222901946366 -0.170672130920047 0.864481577571306 NA 0
