baseMean log2FoldChange lfcSE stat pvalue padj NeuroD1_motif
Cd79a 1.93387193262935 -0.124130126282186 0.258648203474538 -0.417138907173858 0.676576807964365 NA 0
Cd79b 1.9852612101543 0.158680704943556 0.262893951738648 0.478575167150031 0.632240888076418 NA 0
Cd80 0.538826133142581 0 0.103739710492254 0 1 NA 0
Cd81 109.593992596093 -0.228112920123523 0.143754632624209 -1.58664635026935 0.112592763520318 0.286827053017639 0
Cd82 0.784601781563247 0.104494187448549 0.147420926950417 0.82059041149579 0.411879611167365 NA 0
Cd83 0 NA NA NA NA NA 0
Cd84 0 NA NA NA NA NA 0
Cd86 0 NA NA NA NA NA 0
Cd8a 0 NA NA NA NA NA 0
Cd8b1 0 NA NA NA NA NA 0
Cd9 199.7618272879 -0.217517704561481 0.163344623612222 -1.33147156142176 0.183033896414151 0.377253197609167 0
Cd93 0 NA NA NA NA NA 0
Cd96 0 NA NA NA NA NA 0
Cd99l2 2.53125698517849 0.289553997241257 0.281524978525738 1.12568682998138 0.26029810024562 NA 0
Cda 0.830911300523257 0.0606495034816772 0.115671909543271 0.629806611420509 0.52882111950207 NA 0
Cdadc1 6.89822047058381 -0.142505605092727 0.330013958262423 -0.426711977494208 0.669589125501928 NA 0
Cdan1 3.71962461533968 0.0116267470050288 0.312412736768745 0.0420788750029972 0.966435820558125 NA 0
Cdc123 71.231586583421 -0.0670351675140826 0.160663148740469 -0.420603533241541 0.67404461326897 NA 0
Cdc14a 1.15164850916624 -0.0156136848212756 0.214730601470241 -0.0736662559047175 0.941275949694698 NA 0
Cdc14b 9.42158324980551 -0.0258494944940582 0.326208979203169 -0.0758546477770447 0.939534738681796 NA 0
Cdc16 70.866607111664 0.0438925516489553 0.161788336096942 0.265994025663917 0.790243810164097 NA 0
Cdc20 252.960025089706 0.000232406068589678 0.117214272891487 0.00252824082479573 0.99798275782894 0.998666154544709 0
Cdc20b 0 NA NA NA NA NA 0
Cdc23 36.9938003737388 -0.0916544101711585 0.217934214964533 -0.418453960258202 0.675615241229186 NA 0
Cdc25a 39.6233008183785 -0.102211551286701 0.215433884042146 -0.471725258493395 0.637122905733356 NA 0
Cdc25b 15.9227245088874 0.222269835421819 0.308796347865293 0.779424253169271 0.43572984163534 NA 0
Cdc25c 15.2254985480229 0.248350546907894 0.294208021127434 0.836283200102641 0.402995601978365 NA 0
Cdc26 105.584997871491 -0.333306061384001 0.154418207587753 -2.15661817176933 0.0310354274674643 0.131215311571844 0
Cdc27 34.2865859951643 -0.0726786161174683 0.225838221059075 -0.319794494335398 0.749124121515119 NA 0
Cdc34 390.117655292517 -0.0896526755711684 0.111220732301453 -0.806812066771505 0.41977476599271 0.616167905769715 0
Cdc37 199.695368087495 -0.250120814864263 0.132449884488572 -1.88851815115459 0.0589564234930947 0.19573005025448 0
Cdc37l1 9.78595943315213 -0.0439598602435284 0.321653982098113 -0.139241243829577 0.889259518064761 NA 0
Cdc40 14.9931201143745 -0.0120984536667855 0.29496707021583 -0.044186419353608 0.964755807266855 NA 0
Cdc42 117.258899024475 0.0294015232032605 0.131132491267861 0.224494909932501 0.822372227137196 0.907043786451531 0
Cdc42bpa 7.9341967332257 0.215891437684857 0.329526684089712 0.687996994806721 0.491454673831868 NA 0
Cdc42bpb 27.6892157828526 0.191192819223344 0.248988746042456 0.781280263795343 0.43463767536585 NA 0
Cdc42bpg 7.55741875762565 0.27735481934003 0.329639950372471 0.845508304281251 0.397827098114135 NA 0
Cdc42ep1 6.17277827741171 0.503324386376479 0.325979940723559 1.59743994960324 0.110167673355289 NA 0
Cdc42ep2 0.552296539238832 0.0456114103191495 0.105703858687893 0.342084232953992 0.732287502743975 NA 0
Cdc42ep3 2.98877509944834 0.160622603639206 0.298372802093444 0.515440520801248 0.606245223042924 NA 0
Cdc42ep4 23.2931816951893 0.027169260246514 0.263019037210054 0.109958462195099 0.912442317457805 NA 0
Cdc42ep5 32.6430313165787 -0.319648452886079 0.251954205837504 -1.28040899004011 0.200401333861743 NA 0
Cdc42se1 40.551613769316 -0.132934395025237 0.209163083603564 -0.634499126368259 0.525755136775358 NA 0
Cdc42se2 34.4892428898827 0.0632462797436466 0.22064316346974 0.284714935446362 0.77586254720391 NA 0
Cdc45 28.9402511345566 -0.257713505357359 0.237320017521203 -1.08494962696273 0.277943966261156 NA 0
Cdc5l 108.402315788863 -0.212411223186998 0.136151204006683 -1.56039308663788 0.118667017559868 0.296967713421322 0
Cdc6 20.2925890941056 0.0520810118123338 0.271023216300368 0.195198663591153 0.845237425237492 NA 0
Cdc7 13.6318635682051 -0.0355983788245275 0.304243194836944 -0.117741134063903 0.906272773174229 NA 0
Cdc73 68.4357102092952 -0.0961516169009391 0.168108124858404 -0.57060286287809 0.568268877444356 NA 0
Cdca2 27.3526768525759 -0.068771184294348 0.242249591565729 -0.283482873199341 0.776806708639204 NA 0
Cdca3 113.106462982676 -0.00135647374146461 0.145160729403828 -0.0122762175576287 0.990205241567019 0.998666154544709 0
Cdca4 34.4344525178674 0.0783272906823057 0.220960238457163 0.354286501889355 0.723124182516734 NA 0
Cdca5 68.8008117361297 -0.0886204942664203 0.164177259541945 -0.540187286914875 0.589067879163849 NA 0
Cdca7 75.3213333470714 -0.370834091584246 0.158122907635828 -2.34342667907328 0.0191075174561836 NA 0
Cdca7l 23.7611197497621 -0.0627586579220596 0.255012651238144 -0.246098750261921 0.805605790480827 NA 0
Cdca8 113.714268843828 -0.0616394364681697 0.138158428972745 -0.44365847843779 0.657289519435108 0.805698276718912 0
Cdcp1 2.50931826120796 0.319255920187929 0.281564505620624 1.10536665827498 0.269000744930552 NA 0
Cdcp2 0 NA NA NA NA NA 0
Cdh1 346.542992027443 -0.016401227725915 0.138199201875144 -0.117162977071584 0.906730904823092 0.947597649829204 0
Cdh10 1.06141025203445 -0.000141692327928843 0.168276512285255 -0.0495183196840697 0.960506238111559 NA 0
Cdh11 0.620939077928304 0 0.081766560257012 0 1 NA 0
Cdh12 0 NA NA NA NA NA 0
Cdh13 0.323587590135864 0 0.0814698739956327 0 1 NA 0
Cdh15 0.383406256448167 0.0425911803296598 0.0814698739956327 0.444468604352452 0.65670382272457 NA 0
Cdh16 0 NA NA NA NA NA 0
Cdh17 0 NA NA NA NA NA 0
Cdh18 0 NA NA NA NA NA 0
Cdh19 0 NA NA NA NA NA 0
Cdh2 2.76251263702116 -0.140192603109884 0.286419553043115 -0.57307901709496 0.566591193760127 NA 0
Cdh20 0 NA NA NA NA NA 0
Cdh22 0 NA NA NA NA NA 0
Cdh23 0 NA NA NA NA NA 0
Cdh24 4.69444962534423 0.201503942777721 0.321391601634613 0.681874360564581 0.495318399096478 NA 0
Cdh26 0 NA NA NA NA NA 0
Cdh3 28.8267746542476 -0.0293329067458067 0.246422337536062 -0.114448008547915 0.908882658660836 NA 0
Cdh4 1.34854629027083 -0.0164003567985665 0.225383294027619 -0.0760065035146319 0.939413924111218 NA 0
Cdh5 0 NA NA NA NA NA 0
Cdh6 0.143943098160321 0 0.0814698739956327 0 1 NA 0
Cdh7 0 NA NA NA NA NA 0
Cdh8 0 NA NA NA NA NA 0
Cdh9 0.698013936845132 0 0.139295751783228 0 1 NA 0
Cdhr1 2.39484069811906 -0.183958497588966 0.275881311123165 -0.722404071843705 0.470046084205547 NA 0
Cdhr2 0 NA NA NA NA NA 0
Cdhr3 0 NA NA NA NA NA 0
Cdhr5 0 NA NA NA NA NA 0
Cdip1 13.871841450971 0.0265288656964043 0.303981524727932 0.0908971820521164 0.927574289321441 NA 0
Cdipt 35.1523834110776 0.0626685038062395 0.228670254837427 0.284798888958691 0.775798223473648 NA 0
Cdk1 96.4479648488006 -0.00221031021827538 0.140810714839382 -0.0196013182016428 0.984361412263269 0.997127874265318 0
Cdk10 18.0897485035338 -0.0274899942141068 0.276004368470661 -0.108778755345797 0.91337797458996 NA 0
Cdk11b 66.0970719766006 -0.221257334838884 0.182824665415728 -1.21008930021671 0.226244628432439 NA 0
Cdk12 34.3592460783689 0.0012829215020943 0.238524557112227 0.0146185563030395 0.988336495045479 NA 0
Cdk13 11.3696887810062 0.0527790164296009 0.317657089071226 0.175287831049799 0.860853473152594 NA 0
Cdk14 1.39740819074614 -0.0166396943718535 0.227920582139391 -0.0766103577655257 0.938933518867096 NA 0
Cdk15 0 NA NA NA NA NA 0
Cdk16 30.3907858406482 0.0399778953904794 0.230426690357675 0.171112617184461 0.864135215110667 NA 0
Cdk17 14.9935010091586 0.0918827297422748 0.296192509948143 0.309856161701539 0.756670341018085 NA 0
Cdk18 12.0567352608486 0.31795331569235 0.312846566196977 1.00951313949085 0.312728603330873 NA 0
Cdk19 2.08755719078485 -0.0194215692958498 0.266531996321153 -0.0722599431139888 0.942395042090171 NA 0
Cdk2 51.173124225458 -0.063857053139098 0.187149025679149 -0.340538954412254 0.733450692402797 NA 0
Cdk20 3.89883331959043 0.00203832680806008 0.316455726276712 0.00272448070661317 0.99782618159729 NA 0
Cdk2ap1 382.246007763782 -0.359815124368788 0.104623138695968 -3.43946833148751 0.000582857972118518 0.0100576887281847 0
Cdk2ap2 31.8055551129001 0.0373223938683025 0.227674644823182 0.163712562011926 0.869957427923995 NA 0
Cdk3-ps 0 NA NA NA NA NA 0
Cdk4 608.135785605376 -0.116051875924894 0.101427266561012 -1.14465560238886 0.252351849615019 0.46062748441413 0
Cdk5 8.08413354966235 -0.105532132339872 0.327794225578086 -0.320690251599431 0.748445135525008 NA 0
Cdk5r1 0.734857712883036 0.0882009865359623 0.132189967832993 0.733050076863285 0.4635278873307 NA 0
Cdk5r2 3.1005076901556 -0.144153166918053 0.275715617637112 -0.951210870845989 0.341497341100556 NA 0
Cdk5rap1 19.3872060037923 -0.0469449224564713 0.268618145194083 -0.181994286769933 0.855587209525249 NA 0
Cdk5rap2 15.9195498410062 0.05629564492055 0.297762208084481 0.202804050689532 0.839288191738414 NA 0
Cdk5rap3 31.9293589074277 -0.136151287738002 0.225016642959973 -0.606249682465639 0.544348966028245 NA 0
Cdk6 9.10017982161044 -0.6090989833661 0.326704852961983 -1.88254805798687 0.0597616412208542 NA 0
Cdk7 16.5122186997055 -0.0982247929297817 0.286002331074968 -0.346571848687589 0.728912998065634 NA 0
Cdk8 34.091140511412 -0.144553146345265 0.221250483400856 -0.653382805640509 0.513509520903304 NA 0
Cdk9 35.1363417935785 -0.0567861514082719 0.219334139407374 -0.258452783208666 0.796057484774963 NA 0
Cdkal1 13.9268662447986 -0.166340494399486 0.300743248864724 -0.552311701647329 0.580734814785198 NA 0
Cdkl1 1.22778041971413 0.058922914942174 0.168851120634885 0.529496865406286 0.596460818336632 NA 0
Cdkl2 2.75997627421924 0.0691638261189812 0.293018929643935 0.229059711219184 0.818822506762006 NA 0
Cdkl3 2.50227734408106 -0.0816141349335835 0.2835493411092 -0.279138597301471 0.780138463503148 NA 0
Cdkl4 0 NA NA NA NA NA 0
Cdkl5 2.02172149698177 0.0868667462556592 0.264328437593149 0.35408007932525 0.723278870657328 NA 0
Cdkn1a 46.7064190089482 0.291122039552121 0.218861960829261 1.36775276789143 0.171389476616416 NA 0
Cdkn1b 19.4872487881173 -0.00822024856565276 0.27005089778488 -0.037486465448342 0.970097131570339 NA 0
Cdkn1c 48.3261857119279 -0.491565541546554 0.252315457511238 -2.01207112776912 0.0442124396899973 NA 0
Cdkn2a 15.7767847587979 0.474486323005169 0.287946392883676 1.57441102034266 0.115392457705034 NA 0
Cdkn2aip 9.87311345657835 -0.0125098850816967 0.322025652522931 -0.0403245648610801 0.967834369776302 NA 0
Cdkn2aipnl 95.3954995669917 -0.153752071714723 0.157475253767022 -0.977829888396507 0.328158465974183 0.544119735760545 0
Cdkn2b 2.17672156491596 0.0806639936608716 0.269233059668265 0.337612518575371 0.735655207113112 NA 0
Cdkn2c 0.255252723226548 0.0128425884999854 0.0814698739956327 0.157636042258687 0.874743601019917 NA 0
Cdkn2d 7.83145503657388 0.293223495261757 0.32824549760093 0.852241967946523 0.394079807803911 NA 0
Cdkn3 11.5332610652037 0.56006563030761 0.315728688744555 1.7131874705374 0.0866780559433282 NA 0
Cdnf 0 NA NA NA NA NA 0
Cdo1 4.60268068806739 -0.0984796970716386 0.322382893739427 -0.30987656967046 0.756654821080037 NA 0
Cdon 3.47090724782922 0.126657799289895 0.305240941151851 0.465892243579903 0.641292633388884 NA 0
Cdpf1 12.3521720378727 0.0827437166044407 0.309391220241048 0.249185849268559 0.803217024904084 NA 0
Cdr1 0 NA NA NA NA NA 0
Cdr2 19.3448169940449 -0.0270319714522617 0.276291792897898 -0.0946619284002436 0.92458335886955 NA 0
Cdr2l 8.62982625532408 0.171357236721249 0.326703539108945 0.520023230536695 0.603047383855517 NA 0
Cdrt4 0.217496648589844 0.0128425884999855 0.0814698739956327 0.157636042258687 0.874743601019917 NA 0
Cdrt4os1 0 NA NA NA NA NA 0
Cds1 3.52409101859694 -0.041001238252737 0.310153110921411 -0.131879509111996 0.895079596410857 NA 0
Cds2 15.6292764614471 -0.160619437242423 0.299280440807055 -0.538307275104409 0.590364929594165 NA 0
Cdsn 0.684117820870051 -0.00896444655809802 0.139035914439259 -0.0482278005829401 0.961534694299853 NA 0
Cdt1 149.818350610344 -0.112214892023439 0.128805377108991 -0.870645415308667 0.38394779096192 0.586128593129753 0
Cdv3 171.944227160166 -0.0152372722395532 0.115959211047033 -0.12939167780359 0.89704773247637 0.941031953809085 0
Cdx1 1.11691171212059 0.208711946987101 0.191066029727173 1.09000196913055 0.275712276659973 NA 0
Cdx2 0.789864807466916 0.097091616554731 0.124595819489511 0.814319141335618 0.415462146916353 NA 0
Cdx4 0.049090664111819 0 0.0814698739956327 0 1 NA 0
Cdyl 16.2391924776455 -0.273281883901811 0.287841827108405 -0.944507767843594 0.344910234263461 NA 0
Cdyl2 12.0964480800543 -0.0744398213764537 0.31235321516542 -0.240504690024606 0.809939027837356 NA 0
Ceacam-ps1 0 NA NA NA NA NA 0
Ceacam1 1.97284716486854 -0.29098659052584 0.246669374106817 -1.11438780067588 0.265112854599258 NA 0
Ceacam10 0.506893147955349 0.033274506402979 0.0893531659456029 0.286323144981515 0.774630632711228 NA 0
Ceacam11 0 NA NA NA NA NA 0
Ceacam12 0 NA NA NA NA NA 0
Ceacam13 0 NA NA NA NA NA 0
Ceacam14 0 NA NA NA NA NA 0
Ceacam15 0 NA NA NA NA NA 0
Ceacam16 0 NA NA NA NA NA 0
Ceacam18 0 NA NA NA NA NA 0
Ceacam19 0 NA NA NA NA NA 0
Ceacam2 0 NA NA NA NA NA 0
Ceacam20 0 NA NA NA NA NA 0
Ceacam3 0 NA NA NA NA NA 0
Ceacam5 0 NA NA NA NA NA 0
Ceacam9 0.346862060704509 -0.0169060033296889 0.0814698739956327 -0.194705534334958 0.84562347906135 NA 0
Cebpa 1.19681519445326 -0.0157795830877817 0.21723913874021 -0.0742055978432891 0.940846791699283 NA 0
Cebpb 3.29148102797921 0.161653469840033 0.303537532290172 0.534429074430427 0.593044707965295 NA 0
Cebpd 1.16879715413464 0.0373435812721164 0.214482065696602 0.16252601131528 0.870891646509343 NA 0
Cebpe 0 NA NA NA NA NA 0
Cebpg 3.75871141414476 0.0524148467559718 0.314898522001101 0.160116204049233 0.872789536871346 NA 0
Cebpz 63.336848045918 -0.245844776408739 0.170272062669976 -1.44355743991294 0.148863504064659 NA 0
Cebpzos 21.3509951504627 -0.270688736987189 0.269162400435808 -0.997998552708658 0.318280060448826 NA 0
Cecr2 20.6575227460058 -0.129234623752741 0.273264793490265 -0.472241188703065 0.636754643210629 NA 0
Cecr5 12.0843757471185 0.0387543811581328 0.308501608528157 0.110427301851241 0.912070501785053 NA 0
Cecr6 0 NA NA NA NA NA 0
Cel 0 NA NA NA NA NA 0
Cela1 1.15796635204566 0.027937222159914 0.201141795997175 0.0854375064769683 0.931913576301175 NA 0
Cela2a 0.84630740681751 0.12199364764289 0.168640762121922 0.731897930869768 0.46423086920088 NA 0
Cela3a 0 NA NA NA NA NA 0
Cela3b 0 NA NA NA NA NA 0
Celf1 83.5803912528674 -0.00812668715030256 0.156596158236925 -0.0493629294244645 0.960630070161942 NA 0
Celf2 1.35855218042906 0.098008620623852 0.215147380435234 0.671872393621341 0.501664936494048 NA 0
Celf3 0 NA NA NA NA NA 0
Celf4 2.49372217688224 -0.132746025578519 0.281635322446844 -0.497364221307783 0.618932231368296 NA 0
Celf5 2.53961936397905 -0.0797261236242229 0.284167653289167 -0.287400501414836 0.773805677312494 NA 0
Celf6 0 NA NA NA NA NA 0
Celrr 0 NA NA NA NA NA 0
Celsr1 1.47607743913605 -0.0138755433826577 0.234075651770501 -0.059461553688013 0.952584486980766 NA 0
Celsr2 1.61682351728355 0.0352383389750384 0.242586066868901 0.143980041130212 0.885516230277043 NA 0
Celsr3 1.08426354763472 -0.00525323163346358 0.203808224841142 -0.0257319997952249 0.979471100156437 NA 0
Cemip 0.0947514666120806 0 0.0814698739956327 0 1 NA 0
Cend1 3.62892689713834 0.00661604302141722 0.310658889000012 0.0235402656537853 0.98121932002752 NA 0
Cenpa 100.046297141877 0.229161244106838 0.145524834803162 1.56462088340209 0.117671829266744 0.294974653094338 0
Cenpb 32.9738464021057 0.216813143565693 0.226190359865373 0.959604750208146 0.337254177420132 NA 0
Cenpc1 16.8434326227551 -0.22641659044147 0.284306581500474 -0.793904445035093 0.427251061770882 NA 0
Cenpe 17.7172736769549 0.0668144366009698 0.288910065852748 0.244579074651513 0.806782368055477 NA 0
Cenpf 28.2140578652214 0.0649663017428232 0.249509527768495 0.270344217355965 0.786895450786133 NA 0
Cenph 36.3406084943852 -0.200348471958974 0.218457690180123 -0.917366743455851 0.358950493535822 NA 0
Cenpi 9.30453139425475 -0.139422855252318 0.323736743925487 -0.426498433808792 0.669744689011873 NA 0
Cenpj 5.23824479466254 0.041810442576833 0.32624149822819 0.145795481674507 0.884082842892304 NA 0
Cenpk 13.5808020109858 -0.096209221743998 0.30640818206556 -0.316236775279153 0.751822796284314 NA 0
Cenpl 9.88568080279321 0.0392620357838925 0.320612155013227 0.110818881739013 0.911759972113597 NA 0
Cenpm 36.4324092656666 -0.384085518460609 0.217967194649047 -1.75841954566623 0.078676149837329 NA 0
Cenpn 41.1923930366353 -0.0308441489142564 0.204830276646332 -0.150364188221911 0.880477293661665 NA 0
Cenpo 6.77892708236942 -0.10247823519238 0.330108368112554 -0.310641138864337 0.756073449051196 NA 0
Cenpp 26.5466633807847 0.0648276980680975 0.239901076231113 0.259201489567252 0.795479781862454 NA 0
Cenpq 16.1622674680671 -0.029305111192304 0.292399729469248 -0.10454441223 0.916737325486303 NA 0
Cenpt 42.21360827787 -0.00210117346279449 0.205400880275506 -0.00807586392207466 0.993556462902303 NA 0
Cenpu 16.9202599473651 -0.079548457086722 0.284974165441224 -0.282282169687861 0.777727156406462 NA 0
Cenpv 28.4881876925917 -0.257410924000809 0.233577417811361 -1.09883200669869 0.271841348599233 NA 0
Cenpw 22.1041302997644 -0.0119092460922823 0.261214637560805 -0.0500896975355542 0.960050909609336 NA 0
Cep104 7.12061707039808 -0.01427907275299 0.330062531094084 -0.0386952729849228 0.969133342200131 NA 0
Cep112 0.143943098160321 0 0.0814698739956327 0 1 NA 0
Cep120 20.5342121496943 -0.179983913372848 0.272557651587298 -0.660738325393308 0.508780141019771 NA 0
Cep126 1.07951117607296 0.0451035441055012 0.205224754134417 0.252358225809481 0.800764186340097 NA 0
Cep128 3.52487319065317 -0.0350274604118923 0.309569647750886 -0.113298998317595 0.909793511354835 NA 0
Cep131 7.2706311973374 0.0487167192308849 0.329727320966615 0.145384921525748 0.884406969054936 NA 0
Cep135 5.3692374847229 0.0407972805152133 0.327461290480315 0.129641539625373 0.896850036689145 NA 0
Cep152 2.74873696528835 -0.0312013239755599 0.291473859905991 -0.107666820870028 0.914259989586652 NA 0
Cep162 2.40499303565558 0.0287485067194835 0.279291188828457 0.120449271544228 0.904127262427464 NA 0
Cep164 12.4471730745216 0.101270576275352 0.312079464768191 0.33146340184108 0.740294481054504 NA 0
Cep170 4.63660761731946 0.0999334272457198 0.322555872608881 0.326741102098413 0.743863709987288 NA 0
Cep170b 22.9310436033729 0.490694905433426 0.269551247992374 1.84051304653171 0.0656929506415476 NA 0
Cep19 10.1662070691044 -0.143551434919439 0.32226613211653 -0.44547361216107 0.655977525333702 NA 0
Cep192 24.5912472627472 0.0227116755344606 0.259201795201824 0.0922440043072447 0.926504176676843 NA 0
Cep250 6.86832329268665 0.0290859256066763 0.330073161348601 0.100668234013122 0.919813828822777 NA 0
Cep290 2.86267832591528 -0.0317188947158244 0.293647935584696 -0.108819178433258 0.913345911961379 NA 0
Cep295 10.1901096034349 0.0346763873789102 0.323364923263656 0.111360083435748 0.911330811933183 NA 0
Cep350 3.71791091653127 0.16683117101048 0.310200581102701 0.573281027231866 0.566454429480651 NA 0
Cep41 5.63401674011773 -0.0166528482711619 0.328819419283358 -0.0531906745425183 0.957579985735434 NA 0
Cep44 42.7271607475586 -0.0710749435211705 0.198926791205039 -0.365499902535916 0.714738279551326 NA 0
Cep55 16.0167836661376 -0.178645191715359 0.285992731596573 -0.621803775609969 0.534070903376396 NA 0
Cep57 43.7374270580186 -0.230139798594603 0.20108649340232 -1.14428147203354 0.25250692460607 NA 0
Cep57l1 10.192437390661 -0.140374850871193 0.320748274661903 -0.436117049831847 0.6627518074265 NA 0
Cep63 13.5194521450832 0.0307980161920305 0.306723654963698 0.106690108878059 0.915034829788418 NA 0
Cep68 15.7030418950687 -0.0570212867915235 0.294661965397728 -0.192330183556264 0.847483576668055 NA 0
Cep70 6.73614281003994 -0.142504084152444 0.330121940136467 -0.430057901915416 0.667153522287026 NA 0
Cep72 4.04682269737769 0.096845878909128 0.318164006687553 0.299801337835175 0.764328694794933 NA 0
Cep76 9.21031849927489 -0.0999116707980628 0.325556880248585 -0.307006799289758 0.758838196900047 NA 0
Cep78 19.8162900581015 -0.155147572698906 0.268374809694254 -0.578257517246466 0.563090271657586 NA 0
Cep83 12.2036322444985 -0.0777552042285023 0.313326888566224 -0.246824771954728 0.805043838264943 NA 0
Cep83os 0 NA NA NA NA NA 0
Cep85 25.0198420142804 0.0248012197419157 0.250255097510787 0.0994324110537699 0.920794949966353 NA 0
Cep85l 0.710028224258919 0.0779558565467099 0.149560778530297 0.492102977474126 0.622646547499789 NA 0
Cep89 14.0662165979 -0.0902404913828721 0.301267051350258 -0.299826250461405 0.764309690989516 NA 0
Cep95 4.81108308529098 -0.0512551081488295 0.324750089310219 -0.157824836034069 0.874594827598939 NA 0
Cep97 3.53023917103825 -0.0350423328678067 0.309632029909919 -0.113331497198268 0.909767746943797 NA 0
Cept1 6.49833272168118 -0.101175389869072 0.330092332281559 -0.305640050192875 0.759878723108196 NA 0
Cer1 0 NA NA NA NA NA 0
Cercam 4.14822533431288 0.0580004433389115 0.317167446024797 0.198138045366005 0.842937058965312 NA 0
Cerk 1.12244047372228 0.0874069307800482 0.212877985078513 0.342982895951415 0.731611327623375 NA 0
Cerkl 0 NA NA NA NA NA 0
Cers1 0.522406351635144 -0.00193573723440333 0.0901081410417626 -0.0199757356463847 0.984062728852375 NA 0
Cers2 34.361208182452 0.133971578148097 0.228573936241383 0.593416226810871 0.552902631929465 NA 0
Cers3 0 NA NA NA NA NA 0
Cers4 10.3060756814707 -0.0422487565303492 0.321417737613223 -0.12945420878313 0.896998256085452 NA 0
Cers5 29.6048155353696 0.0727286610614823 0.239415950390966 0.307693444751672 0.758315608230071 NA 0
Cers6 3.33113375641859 0.0250956035466251 0.302734409711018 0.0978344245006982 0.922063771697279 NA 0
Ces1a 0 NA NA NA NA NA 0
Ces1b 0 NA NA NA NA NA 0
Ces1c 0 NA NA NA NA NA 0
Ces1d 0 NA NA NA NA NA 0
Ces1e 0 NA NA NA NA NA 0
Ces1f 0 NA NA NA NA NA 0
Ces1g 0 NA NA NA NA NA 0
Ces2a 0 NA NA NA NA NA 0
Ces2b 0 NA NA NA NA NA 0
Ces2c 0 NA NA NA NA NA 0
Ces2d-ps 0 NA NA NA NA NA 0
Ces2e 0 NA NA NA NA NA 0
Ces2f 0 NA NA NA NA NA 0
Ces2g 0 NA NA NA NA NA 0
Ces2h 0 NA NA NA NA NA 0
Ces3a 0 NA NA NA NA NA 0
Ces3b 0 NA NA NA NA NA 0
Ces4a 0 NA NA NA NA NA 0
Ces5a 0 NA NA NA NA NA 0
Cetn1 0 NA NA NA NA NA 0
Cetn2 39.7280386020085 -0.425385671147201 0.213091388366094 -1.98797691901531 0.0468142427164668 NA 0
Cetn3 138.468362069968 -0.235571437853024 0.169831830696785 -1.38697395672946 0.165449704328969 0.358958130444723 0
Cetn4 0.6263097989276 0.0198192352415638 0.122077484204963 0.107891013620873 0.914082145602136 NA 0
Cfap126 2.08454365687136 -0.0810511973355001 0.264853899332007 -0.289745709027139 0.772010784778056 NA 0
Cfap20 74.4953514631498 -0.294181719639311 0.189479896733125 -1.5512676814028 0.120837548460517 NA 0
Cfap221 0 NA NA NA NA NA 0
Cfap36 21.5758574341225 -0.19227121678988 0.261875865477083 -0.733701157829716 0.463130892703138 NA 0
Cfap43 0.259084053679618 0 0.0814698739956327 0 1 NA 0
Cfap44 0 NA NA NA NA NA 0
Cfap45 0.92149893651403 -0.012367190561445 0.181619819402433 -0.0631162044321558 0.94967397075513 NA 0
Cfap46 0 NA NA NA NA NA 0
Cfap52 0.435317172953463 -0.0169060033296889 0.0814698739956327 -0.207512329411424 0.835609764755492 NA 0
Cfap53 0 NA NA NA NA NA 0
Cfap57 0 NA NA NA NA NA 0
Cfap58 0 NA NA NA NA NA 0
Cfap61 0 NA NA NA NA NA 0
Cfap69 0 NA NA NA NA NA 0
Cfap70 0 NA NA NA NA NA 0
Cfap74 1.80836511979799 -0.0262329958179779 0.254925811926146 -0.0987875073880396 0.921306987632164 NA 0
Cfap97 5.40054599957679 0.243805349240307 0.327885704545513 0.734211792528882 0.462819667415107 NA 0
Cfb 0 NA NA NA NA NA 0
Cfc1 0.450472554995412 0.0128425884999854 0.0814698739956327 0.157636042258687 0.874743601019917 NA 0
Cfd 0 NA NA NA NA NA 0
Cfdp1 432.132271112141 -0.447999794372309 0.198803306479695 -2.24928672905762 0.0244942596008115 0.116132527947617 0
Cfh 0 NA NA NA NA NA 0
Cfhr1 0 NA NA NA NA NA 0
Cfhr2 0 NA NA NA NA NA 0
Cfi 0 NA NA NA NA NA 0
Cfl1 1972.81969352278 -0.271922620959165 0.0853525414035134 -3.18592451057504 0.00144292242014357 0.0186199727955917 0
Cfl2 14.0596233668223 0.192534004028935 0.303548533513453 0.643198865808115 0.520095069169056 NA 0
Cflar 5.19635626518799 0.085215102659002 0.32649089037349 0.267414252391127 0.78915022707114 NA 0
Cfp 1.56186112648389 -0.178635555768204 0.239073739497196 -0.727481720939958 0.466930908944323 NA 0
Cftr 0 NA NA NA NA NA 0
Cga 0 NA NA NA NA NA 0
Cggbp1 22.0730018206537 0.0487941656990933 0.258719026735046 0.184556501259787 0.853576906704844 NA 0
Cgn 28.1782292136765 0.304580700785775 0.254474028460709 1.21454277273128 0.224540526780372 NA 0
Cgnl1 10.9918683438298 -0.0247041023792936 0.325027995913146 -0.0524415698484294 0.958176851718906 NA 0
Cgref1 7.71166694929195 0.28191737856031 0.329548482557672 0.869459081915875 0.38459607946781 NA 0
Cgrrf1 3.90949250422926 0.231917477116684 0.313544238776751 0.726893933933507 0.467290933493302 NA 0
Ch25h 0 NA NA NA NA NA 0
Chac1 7.53261785171204 0.0117537258072063 0.329806842594341 0.0367594302399707 0.970676822148215 NA 0
Chac2 2.63111198568342 0.049051302507435 0.287280149562054 0.131324492012112 0.89551861774777 NA 0
Chad 0 NA NA NA NA NA 0
Chadl 0 NA NA NA NA NA 0
