genes_Ascl1
497097
19888
20671
27395
18777
21399
58175
108664
18387
226304
12421
620393
240690
319263
71096
59014
76187
72481
17864
73331
170755
73824
100039596
69312
211660
211673
329093
109294
320492
102465961
329096
240725
240726
383491
17978
72265
212442
433273
14048
17681
277328
98741
21749
226866
75799
98711
66799
70397
17087
57339
14545
94227
83691
102634913
78081
654454
654460
77673
226896
21419
75028
241035
105661730
387202
16171
257630
17215
77741
74229
71877
170829
75712
14859
241041
98582
226922
116837
66755
387225
723964
70155
280645
68002
68187
12839
12823
68421
210933
100504323
210940
433281
210962
102465174
213109
433406
19243
102634473
266744
74708
170771
408192
408191
19076
19335
213539
98403
433287
320705
13518
102466987
100628580
69668
19253
21755
12627
21756
226970
214469
226971
50785
102465540
320011
214854
214855
100534273
214895
94220
94218
78321
20353
381337
226977
71166
22637
56030
70853
12790
269180
76178
269181
72097
211484
107734
332427
69541
226982
56210
329123
16764
381338
98388
433292
68833
102466631
18143
114641
54610
52846
67702
619289
73426
26921
16178
16177
107527
17082
110895
226999
381339
74897
66297
18993
66620
104940697
69527
93690
73122
14200
17974
67883
22019
75623
403183
70676
75066
12825
12832
73674
53945
227058
100101919
227059
102466969
442837
56363
20324
442821
109019
100045066
17912
20849
20846
14660
17936
102634661
227094
98682
16329
227095
67080
17700
69397
227102
70396
627872
98267
102465783
329152
78016
98488
241062
329154
81898
67876
15528
19070
74013
212679
75388
227120
329159
69356
71066
212712
407809
75323
73467
68736
67198
68549
11761
71724
213043
66882
12747
100504501
108812
12633
70827
227154
73463
381259
74018
271697
14369
381260
22218
55989
100217421
12168
72750
70375
57750
241066
269198
77951
329165
77300
12487
12477
54167
77341
72823
105243940
18187
227195
100380944
227197
73884
241070
23792
105243944
241073
74426
433315
102466760
93691
12912
67099
227210
14367
241075
70861
12968
12964
98303
15926
18711
213527
12969
17756
329178
66646
68691
17901
227231
13869
22779
66722
320460
12021
74591
108147
14268
100042814
71134
381269
111175
22596
381270
54380
319695
19981
16008
16011
69449
78718
723792
109198
102465179
21961
435626
227288
100316687
76709
69660
56695
241112
18173
22349
319651
66821
269209
67534
104086
241113
22420
22409
102634844
12570
723900
16147
75570
22626
68818
74104
245860
22145
19275
19711
13437
13346
11790
69080
241118
74241
319998
98733
16322
71728
20536
620079
102465175
13838
102465180
18505
433323
68393
74205
195434
57814
102636764
20254
252903
20720
241128
72208
210293
241134
102466629
16367
76867
12828
66261
15463
80721
71386
77629
98496
102465181
227325
100628595
14897
66153
20684
319997
12283
64294
71141
227326
70060
72792
70247
78795
227327
102635143
17975
319336
14767
71863
19231
26895
18159
208718
11650
76768
13599
69453
11447
11449
26987
98363
227331
73234
53972
23956
16331
77040
227333
100503175
94284
394433
15504
171382
75396
14659
100503197
320982
78650
73475
98402
77331
347722
74403
14472
208372
74918
12778
108679
12835
171531
623503
19329
16978
51801
67921
227357
70788
227358
67444
55927
18627
74019
65247
13345
208727
67273
66915
260301
14733
387167
241158
67446
108657
64095
208760
16560
71874
381284
208777
105246665
269224
102466630
404545
110611
59041
51800
67026
21915
66262
98314
381334
100041596
241159
18566
74689
67698
20452
73454
75159
329217
227394
67854
52392
227399
252876
18484
69030
70866
241175
100504525
23836
100504568
27392
227446
21934
635504
227449
626049
98432
102466254
12043
20479
20724
241196
18788
20725
319596
241201
227485
319901
636808
22099
76707
68204
81879
102465176
14633
16324
64143
226351
320069
226352
19258
66343
226356
319229
170706
13167
73103
68428
226359
17167
13798
98452
72999
70829
15564
66942
102638832
269109
74117
74150
71111
72585
210356
107895
72160
266645
72949
22625
226407
226409
226412
67812
226413
17219
226414
12767
210417
13137
13136
22789
12269
18640
212439
433347
64435
69169
16153
17164
226419
16865
54354
14270
108900
26361
13034
226421
320718
98396
226422
98415
212980
13714
213006
18557
213409
723818
213417
74137
68875
213452
213464
21367
269116
100038653
16980
17248
240752
108954
240753
100502933
68338
280287
19702
19701
214253
20668
20643
70579
240754
381290
269120
116847
14264
12227
71884
12654
53311
11539
17928
68507
240755
72017
72674
240756
98710
71001
75605
20980
329251
329252
13924
68724
171469
13710
215615
21854
93689
77552
226432
215690
215714
13007
27280
21952
16763
21956
18772
226438
66241
226439
12292
329253
16565
76422
67313
383563
67886
67997
381293
226442
100503460
100503474
26424
735252
19264
338375
59125
545363
16876
75546
329260
170788
102638197
226470
12316
14060
50702
214403
545366
12628
240776
75910
214498
69367
56207
19735
246709
50778
64214
215378
18783
320019
19225
102639566
20028
108989
96875
545370
402734
117198
66875
19821
63913
102640772
66967
69399
66637
269132
19731
71281
17970
226517
226518
16782
226519
626058
71836
13211
74091
67792
329271
19734
24014
240816
433365
102466257
14645
100503355
75233
12290
671336
15939
15064
58244
207792
19775
433367
72482
16872
104009
74081
208263
240832
329274
214575
170484
77352
20652
11352
30935
215015
78255
73435
226525
69953
226527
89867
240843
11899
23850
72025
26374
21960
67647
329278
29809
381305
11905
100217446
226541
73844
100502590
11758
22164
240873
14103
226551
75368
72753
103967
71449
17926
100038657
226562
226564
14261
78258
18933
98376
240879
16579
240880
381306
69962
20343
74895
171567
11931
102635083
56429
433374
16963
75857
83993
108735
240888
74106
70456
271639
68481
226594
433375
12503
18986
240892
59290
100039795
27878
240894
100503962
226610
80914
102465177
68944
66447
240899
20183
110648
18514
102465178
102466632
66977
78465
67303
18214
107652
26904
70729
320078
226641
80915
435653
14130
75472
66425
641376
11807
226646
240913
57370
30941
66155
21945
18637
71740
226652
22278
226654
16456
56009
18106
12506
27218
12523
30925
93840
18071
59287
12847
19298
98193
18611
12372
27222
98660
140559
16524
16513
67556
98365
93842
21346
71870
71319
240916
74748
68440
258759
13349
383619
100033459
15951
100040462
26388
258711
20739
258710
66289
54418
23893
24012
14194
98256
75820
26909
226720
319455
102640488
545389
76816
23797
30928
75589
69428
11566
631584
545391
78825
66359
51810
269152
69726
226744
109232
383592
226747
226751
67426
19165
277333
320404
381310
11545
102466761
72568
27217
170760
15078
208768
320202
69051
13590
208795
13849
619326
67459
98417
226757
72978
403180
98386
13800
27058
625823
13244
67948
12334
170725
433386
96935
53791
68897
108909
338366
21339
78772
102637191
63953
73363
73590
15284
66112
