genes_NeuroD1
497097
19888
20671
27395
18777
21399
58175
108664
18387
226304
12421
240690
319263
71096
73331
170755
211673
329093
109294
320492
102465961
329096
240725
240726
383491
212442
14048
17681
98741
21749
75799
98711
70397
17087
57339
14545
94227
102634913
78081
77673
226896
21419
241035
257630
74229
170829
75712
98582
226922
116837
68187
12839
210933
100504323
210940
433281
210962
102465174
213109
74708
170771
408191
19076
19335
433287
13518
100628580
12627
226971
50785
320011
214855
78321
381337
56030
70853
77633
269181
72097
69541
226982
56210
16764
381338
98388
68833
102466631
18143
54610
67702
619289
73426
26921
107527
17082
74897
66297
66620
69527
73122
98404
14200
17974
78896
67883
22019
403183
70676
75066
12825
12832
73674
212225
227058
100101919
227059
102466969
442837
442821
109019
100045066
17912
20849
20846
14660
17936
227094
67080
70396
627872
98267
329152
98488
329154
67876
15510
19070
74013
75388
227120
71066
212712
75323
68736
68549
12747
12633
12370
70827
227157
74018
271697
14369
381260
55989
12168
70375
241066
329165
12477
54167
77341
72823
105243940
18187
227195
227197
241070
23792
105243944
241073
102466760
93691
12912
227210
14367
241075
70861
15926
17756
329178
66646
13869
66722
108147
14268
100042814
381269
111175
381270
19981
16008
16011
69449
78718
723792
21961
69660
56695
241112
22349
57751
104086
241113
22409
102634844
12570
723900
16147
22626
22145
19275
13437
69080
241118
16322
20536
620079
13838
102465180
18505
433323
68393
74205
57814
20254
20720
241128
26554
72208
241134
102466629
76867
15463
80721
77629
98496
102465181
227325
14897
66153
70060
78795
227327
102635143
71863
19231
208718
11650
69453
26987
98363
227331
16331
227333
14659
100503197
320982
78650
73475
98402
77331
347722
14472
12778
108679
171531
16978
51801
227357
55927
65247
13345
208727
67273
64095
16560
11611
98314
381334
100041596
74689
20452
75159
227394
74441
52392
227399
70866
241175
100504525
23836
100504568
21934
227449
626049
98432
12043
20725
319596
241201
227485
319901
636808
22099
81879
102465176
14633
16324
64143
226352
19258
66343
226356
319229
170706
73103
226359
13798
98452
72999
66942
102638832
269109
74117
210356
107895
72160
72949
226409
226413
17219
226414
12767
210417
13136
22789
12269
212439
433347
16865
14270
226421
98396
226422
98415
212980
213006
18557
723818
213409
213417
74137
68875
21367
269116
100038653
16980
240752
240753
280287
20668
70579
240754
381290
269120
12227
53311
240755
71001
329251
171469
13710
93689
215714
215690
13007
21952
66241
16565
67313
67886
320054
67997
381293
226442
100503460
100503474
26424
19264
16876
75546
329260
102638197
226470
14060
50702
214403
545366
240776
75910
214498
26878
69367
19735
50778
64214
215378
18783
320019
96875
545370
402734
117198
66875
63913
66967
66637
19731
17970
226517
226518
16782
226519
626058
13211
74091
67792
329271
24014
14645
100503355
12290
671336
15939
58244
207792
72482
240832
214575
11352
30935
78255
73435
89867
240843
72025
26374
21960
67647
29809
240873
226551
75368
103967
226562
14261
14262
69962
74895
171567
11931
75857
83993
108735
240888
74106
68481
18986
240892
100039795
27878
226610
80914
102465177
66447
240899
20183
110648
102465178
19736
15490
67303
26904
70729
320078
226641
80915
14130
75472
641376
226646
22278
16456
18106
17085
12506
27218
30925
18071
18611
98660
140559
98365
71870
71319
677296
18313
258759
383619
100033459
258711
20739
258710
54418
24012
12663
319455
545389
30928
75589
11566
51810
269152
69726
226744
226747
67426
19165
277333
381310
11545
170760
208768
320202
69051
13590
619326
226757
98386
13800
27058
625823
67948
209456
12334
170725
108909
78772
102637191
73363
63953
15284
67247
226777
98732
23827
114668
226791
320449
21808
67223
110957
69308
74717
26381
320272
22283
226823
16526
108000
19250
226830
19130
433390
320119
11910
226849
76843
226856
18005
98736
16510
226861
320952
214791
329324
15483
14373
16780
215303
387201
74942
18845
12490
320400
320977
619314
670558
213783
270685
102632515
83397
381990
13982
67141
108853
18390
215748
237253
100628581
338362
70097
320825
78808
71865
30058
22288
74732
215789
56535
66253
15273
215798
100504235
17684
378431
73112
100045792
215819
56016
64058
100504265
94222
102635880
26408
17761
71804
52906
17863
67692
432436
20393
379043
56554
353169
237336
14051
100529074
76306
22361
215855
53331
59012
102638890
209558
11846
432442
13822
102640972
73803
77220
73910
75855
19272
210757
72780
66311
211329
15214
69692
76757
215895
57430
212898
319638
14302
319415
17118
75877
16775
327743
14360
100504626
67239
19850
140741
103199
268294
171580
75973
100196896
140742
213402
14628
140740
268297
71365
331623
67851
414125
69443
11630
100316688
12142
19072
320363
14806
77987
20464
215031
66686
94221
52014
215085
102639992
102640074
100502868
17155
14609
102640560
74928
15500
56442
18768
57319
76138
103080
268301
215999
216001
102640356
74747
52717
102465546
53374
74048
22295
71279
107449
100316671
327760
237360
18646
27355
18119
216011
12817
11925
69894
21337
70162
30930
67500
52463
68371
53404
216033
216028
102632700
102632897
68488
102634101
108829
28193
641340
13654
211488
105245193
75067
71371
75148
73287
327766
11735
76551
69563
66859
71721
319646
83675
21780
69718
108950
52696
14687
110279
74392
68778
71733
70377
103172
102466646
102639053
12833
59093
12822
80294
100502831
100503388
544710
622629
67884
18641
50723
18114
72128
625029
237397
382384
216150
18483
216154
109284
216157
66420
625249
12696
21423
67331
118445
216169
17347
18245
106947
26396
16969
27375
209047
56371
102115
14676
14797
408062
237411
544717
67933
18045
50493
58250
338365
216190
69784
102637349
77976
75804
216197
71137
237422
103266
74238
12952
74007
78170
21859
27204
103466
192188
76640
18478
16000
22172
69736
67282
109272
237433
237436
20186
69002
77531
67454
18674
21917
102633753
102633867
110333
627800
380654
100316689
237459
13713
102635316
432488
102465791
667338
327799
56307
13998
319880
54712
628062
69629
67270
93765
71207
216238
74881
12226
66716
100038699
67972
67603
102638712
17311
100043224
100043247
102639396
67569
103098
102465222
278279
380660
17877
17931
102640148
260315
52679
75630
13008
71769
53605
71321
629206
69286
382423
237553
216343
14160
216350
67342
72068
102633950
382427
237560
432508
102634600
70574
17246
215449
17245
15978
73400
74053
73914
66225
320626
791076
15364
70874
320183
24117
74694
75612
192678
73192
270802
117600
216395
319468
67074
14479
20503
320398
102465224
102632477
52468
100504608
216439
14421
16572
69654
110962
14632
16325
71750
237611
407790
108037
20852
11536
380674
70061
17938
11947
116848
56516
66701
68094
17904
216459
23943
13867
13139
78428
58223
66118
12512
258861
258252
258668
11923
